title,views,description,date_published,duration,tags
"Heiler, Geisterjäger und Indigo Teil 2  - Wie aus Göttern Affen wurden",480,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Geistheiler Sananda, Thomas Veit, Heiler, Geisterjäger und Indigo, Wie aus Göttern affen wurden, Querdenken TV, Bewusst TV, Welt im Wandel, UBC, una bella compania, Bewusstsein, Seele, Geist, Spirituelle Fehlleitungen, Die unglaubliche Wahrheit über Indigo Menschen"
"Heiler, Geisterjäger und Indigo Teil 1 -  Wie aus Göttern Affen werden",330,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Geistheiler Sananda, Oliver Brecht, UBC, una bella compania, Heiler, Geisterjäger und Indigo, Wie aus Göttern Affen wurden, bewusst TV, Querdenken TV, Finde die Wahrheit, Thomas Veit"
Die Pläne der NWO -  Eine Erde ohne Menschen,521,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Deutschland, NWO, Agena, Flüchtlingswelle, Wie aus Göttern Affen wurden, Fremdsteuerung, Bewusstsein, Wissen, Volker Heibertshausen, Frei TV, Querdenken TV, Bewusst TV, Sananda, Wahrheit, Intuition, Erkennen Verstehen Handeln, Fernstudium, Thomas Veit"
Die unglaubliche Wahrheit über Indigo Menschen Teil 2,487,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Geistheiler Sananda, Indigo, Oliver Brecht, Die unglaubliche Wahrheit über Indigo Menschen, Wie aus Göttern Affen wurden, Bewusst TV, Jo Conrad, Querdenken TV, UBC, una bella compania"
Bioroboter bereits unbemerkt unter uns  -  Wie aus Göttern Affen wurden,1906,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Bioroboter bereits unbemerkt unter uns, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Transhumanismus, Wissen, Fernstudium, Polizei, Deutschland, Europa, FEMA, Eurogenfor, Terror, Krieg, Flüchtlingsflut, Frei TV, Volker Heibertshausen, Bewusst TV, Querdenken TV, Thomas Veit, Spiel Welt, Matrix, UBC, una bella compania, Geisteskraft Thailand, Lost Paradise, Seminare"
Geistheiler Sananda  Indigos & Reptiloiden in Menschengestalt,1070,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Thomas Veit, Geistheiler Sananda, Indigo, Spirituelle Fehlleitungen, Jo Conrad, Bewusst TV"
Realitätsgestaltung  -  Der Mensch auf Schöpferebene,403,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Thomas Veit, Realitätsgestaltung, Der Mensch, Schöpfer, Bewusstsein, Medien, Fernstehn, Mind Control, Religion, Wie aus Götten Affen wurden, Macht, UBC, una bella compania, Manipulation, Geisteskraft Thailand, Wahrheit, Guru, Selbsterkenntnis, Teufel, Verstandesmanipulatin, Illusionen"
Geistheiler Sananda -  Ein Diener Satans und der Anunnaki,10662,www.ubc-unabellacompania.com,2017-08-06,3:14,"Thomas Veit, Schöpferwissen TV, Geistheiler Sananda, Lüge, Wahrheit, Propheten, Neue Zeit, Indigo, Wie aus Göttern Affen wurden, Oliver Brecht, Auf dem Weg zum Schöpferwissen"
Spirituelle Fehlleitungen -  Podcast Thomas,222,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Thomas Veit, Bewusstseinsreise.net, renegate, Mäggie Dörr, Spirituelle Fehlleitungen, Mind Control, Wie aus Göttern Affen wurden, Telepathie, Hellsichtigkeit, Auf dem Weg zum Schöpferwissen, Technokratische Matrix, Sprache"
Auf der Suche nach der Wahrheit  -  Statement Julia,259,www.ubc-unabellacompania.com,2017-08-06,,"Thomas Veit, Schöpferwissen TV, Wie aus Göttern Affen wurden, Geistheiler Sananda, Fernstudium, Geisteskraft Thailand, Wahrheit, Querdenken TV, Bewusst TV, Auf dem Weg zum Schöpferwissen, Das Strukturierte Prinzip der Liebe"
Die unglaubliche Wahrheit über Indigo Menschen Teil1,1542,www.ubc-unabellacompania.com,2017-08-06,2:39,"Schöpferwissen TV, Geistheiler Sananda, Oliver Brecht, Thomas Veit, UBC, una bella compania, Welt im Wandel, Time to do, extremnews, nouvisio, Querdenken TV, Bewusst TV, Die unglaubliche Wahrheit über Indigo Menschen, Indigo, Hellsehen, Wissen, Neue Zeit"
Die Welt mit den Augen eines Indigos Teil 2 - Wie aus Göttern Affen wurden,488,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Thomas Veit, Indigo, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Intuitiion, Wahrhaftigkeit, Extrasensorik, Hellsehen, Hellfühlen, Levitation, Teleportation, Thailand Project, Bewusstsein, Seele, Geist"
Auf dem Weg zum Schöpferwissen Teil 4,537,www.ubc-unabellacompania.com,2017-08-06,,"Schöpferwissen TV, Thomas Veit, Auf dem Weg zum Schöpferwissen, Wie aus Göttern Affen wurden, Zweiter Weltkrieg, Mind Control, Das Strukturierte Prinzip der Liebe, Fernstudium, Entprogrammierung, Im Schöpferwissen, UBC, Una bella compania"
Sananada ist zurück welch ein Glück für die Wiesen,3088,Time for Justice! www.ubc-unabellacompania.com,2017-08-04,,"Schöpferwissen TV, Thomas Veit, Geistheiler Sananda, Schöpferwiesen TV, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Geisteskraft Thailand, UBC, Una Bella Compania, Magie, Zerstörung, Schöpfung, Seele, Geist, Bewusstsein, Dämonen in Menschengestalt, Seminar Lost Paradise, Querdenken TV, Michael Vogt, Grigori Grabovoi, Bewusst TV, Welt im Wandel, extremnews, renegade, Jo Conrad, Entprogrammierung, BZ Juwelen, Intuition, Hellsichtigkeit, Ewiges Leben, Denken, Mäggi Dörr"
Wir geben Dich nicht auf!,1381,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-08-04,,"Schöpferwissen TV, Schöpferwiesen TV, Wie aus Göttern Affen wurden, Fernstudium, Volker Heibertshausen, Frei tv, ichhelfedirwiekeinanderer, Thomas Veit, Rettung der Erde, Schöpfer, Bewusstsein, Selbsterkenntnisse, Flüchtlinge, UBC, una bella copania, Geisteskraft Thailand, Einzigartigkeit, Querdenken TV, Schildverlag, Michael Vogt"
Thomas Veit: Die Suche nach der Wahrheit oder auch Der Weg der Selbsterkenntnis,6902,www.geisteskraft-thailad.comwww.ubc-unabellacompania.com,2017-08-02,1:47:45,"Schöpferwissen TV, Thomas a.d.F.Veit, Fernstudium, Der Einzigste, Wissen, Intuition, Hellsichtigkeit, Liebe, Das Strukturierte Prinzip, Auf dem Weg zum Schöpferwissen, Matrix, Entprogrammierung, UBC, Una Bella Compania, Verstandesmanipulation und Spirituelle Fehlleitungen, Licht und Dunkelheit, Selbsterkenntnis, Erkennen, Verstehen, Handeln, Schöpferwiesen, Geistheiler Sananda, Anunnaki, Querdenken TV, Bewusst TV, Welt im Wandel, Wahrheit, Bedingungslosigkeit"
Die Illusion und Lüge wie man ein glücklicher Mensch wird,1952,www.ubc-unabellacompania.com,2017-08-01,,"Schöpferwissen TV, Thomas Veit, Kollektives Bewusstsein, Fernstudium, UBC, Una Bella Compania, Das Strukturierte Prinzip der Liebe, Geistheiler, Schamanan, Spirituelle Konzepte, Bewusstseinm, Geist, Seele, Illusion, Gedanken, Gefühle, Matrix, Licht und Liebe, Spiritualität, Wille, Schöpferkraft, Gesetz der Anziehung, Schöpfer, Realität, Harmonie, Liebe, Bewusstes Leben, Lichtarbeit, Chakrenarbeit, Heilung, Programme, Entprogrammierung, Fremdsteuerung"
Die Erinnerung - Ein Spiel auf Zeit,931,http://www.geisteskraft-thailand.com/http://www.ubc-unabellacompania.com/,2017-08-01,,"Programmierung, künstliche Realität, Matrix, simulierte Traumwelt, Entscheidung, Rettung, Bewusstsein, Realität, Retttung der Menschheit, Wissen, Wahrheit, Thomas a.d.F. Veit, Gesundheit, Geist, Seele, Erleuchtung, Untergang, Versklavung, Manipulation, Energie, Informationsaustausch, Information, Informationsübertragung"
Die Erinnerung an die Wahrheit: Schöpferwissen TV Teil 3,3104,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-08-01,36:25,"Schöpferwissen TV, Thomas Veit, Das Strukturierte Prinzip der Liebe, Schöpferwissen, Seminar Lost paradise, Dämonen, Heilung, Energiearbeit, Fernstduium, UBC, Una Bella Compania, Geisteskraft Thailand, Auf dem Weg zum Schöpferwissen, Wie aus Göttern Affen wurden"
"Endzeit: Falsche Heiler und Propheten, davon wird es viele geben",3622,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-08-01,,"Schöpferwissen TV, Thomas Veit, Programme, Entprogrammierung, UBC, Una Bella Compania, Geisteskraft Thailand, Auf dem Weg zum Schöpferwissen, Hellsichtigkeit, Endzeit, Kampf den Dämonen, Heiler, Propheten, Magie, Fernstudium, Schöpferwiesen TV, Renegade, Sananda, Geistheiler, Oliver Brecht, Anunnaki, Dämonen, Übernahme, Feindliche, Feinstofflichkeit, Intuition, Graubart Schwarzhut, Renegate, Bewusstsein, Konserveirung des Körpers, Black Goo, Transhumanismus"
Worin liegt die wahrhafte Absicht?,2288,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-07-31,,"Schöpferwissen TV, Thomas Veit, Erkennen, Verstehen, Handeln, Sananda, Schöpferwiesen, Das Strukturierte Prinzip der Liebe, Geisteskraft Thailand, Wahrhaftigkeit, Fernstudium, UBC, Una Bella Compania, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen"
Der Fehler in der Matrix -  auf einmal war das Wissen da,3569,http://geisteskraft-thailand.com/http://ubc-unabellacompania.com/,2017-07-30,,"Schöpferwissen TV, Thomas Veit, Wie aus Göttern Affen wurden, Matrix, Verstandesmanipulation und Spirituele Fehlleitungen, Wissen, Intuition, Indigo, Thailand Project, Fernstudium, UBC, una bella compania, Geisteskraft Thailand, Im Schöpferwissen, Auf dem Weg zum Schöpferwissen, Querdenken TV, Bewusst TV, Das Strukturierte Prinzip der Liebe, Kampf"
Die Erinnerung an die Wahrheit : Schöpferwissen TV,3570,www.geisteskraft-thailand.comwww.ubc-unabellacpompania.com,2017-07-30,26:37,"Schöpferwissen TV, Thomas Veit, Erinnerung, wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Das Strukturierte Prinzip der Liebe, Sananda, Geistheiler, Indigo, Wissen, Intuition, Geisteskraft Thailand, UBC, Una Bella Compania"
"Auf dem Weg ins Wissen, Intuition, Hellsichtigkeit deine Wahrhaftigkeit",1341,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-07-27,,"Schöpferwissen TV, Fernstudium, Geisteskraft Thailand, Thomas, Veit, Fernstduium, UBC, Una Bella Compania, Lost Paradise, Seminare, Schöpferwissen, Entprogrammierung, Selbsterkenntnis, Das Strukturierierte Prinzip der Liebe, Mitgliedergeschützer Bereich, Thailand Project, Geistige Techniken, Entwicklung, Wissen, Intuition, Hellsichtigkeit, Wahrhaftigkeit, Fernstudium in der Ferne"
Erkenntnisbericht Kata: Was ist das Dämonische,2196,Audiospur erhalten am 15. Juli.,2017-07-26,,"Schöpferwissen TV, Fernstudium, Thomas Veit, Dämon, UBC, Una Bella Compania, Welt, Licht und Dunkelheit, Programme, Entprogrammierung, Endzeit, Hellsichtigkeit, Intuition, Wie aus Göttern Affen wurden, Erkennen, Verstehen, Handeln, Das Strukturierte Prinzip der Liebe, Lügen, Wahrheit, Volker Heibertshausen, Liebe, Frei TV, BZ Juwelen, Schöpferwiesen TV, Geisteskraft Thailand, Matrix"
Was dir niemand über Thomas Veit erzählt,3285,http://www.geisteskraft-thailand.comhttp://www.ubc-unabellacompania.com,2017-07-25,10:00,"UBC, Entprogrammierung, Geisteskraft Thailand, Thailandproject, Rettung, Liebe, das strukturierte Prinzip der Liebe, Schöpferwissen, Schöpfer, Im Schöpferwissen, Matrix, Licht, Seele, Geist, Bewusstsein, Thomas Veit, Angst, Lüge, Gesundheit, Heilung, Denken, Wissen, Intuition, Körper, Welt, Leben, Parasiten, Dämonen, Energie, Mensch, Befreiung, Täuschung, Realität, Scheinwelt, Sein, Dimensionen, Bewusstseinserweiterung, Paradies, Krankheiten, Gott, Indigo, Black Goo, Transhumanuismus"
Die Wahrheit tut weh aber die Lüge bringt euch um uncut,1137,http://www.geisteskraft-thailand.com/http://www.ubc-unabellacompania.com/,2017-07-25,,"Schöpferwiesen TV, Grabovoi, Thomas Veit, Graubart Schwarzhut, Renegeade, Young Repto, Sananda, Schäpferwissen TV Reloaded, Arepjev, NWO, Bewusstsein, Schöpfer, Gott, Liebe, Dritter Weltkrieg, SChöpferwissen TV, Wie aus Götter Affen wurden, Wissen, Aufklärung, Manipulationstechniken, Betrüger, Lügner, Bewusst TV, Querdenken TV, Extrem News, Welt im Wandel, Matrix, Programme, Entprogrammierung, Exist aus der Matrix"
Thomas Veit - Schaut mal richtig hin,5112,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-07-25,1:15:58,"Thomas, Veit, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Schöpferwissen TV, Schöpferwiesen TV, UBC, Una bella compania, Fernstudium, Hellsichtigkeit"
Sprache als Manipulationsmittel,1039,Das Buch: Verstandesmanipulation und Spirituelle Fehlleitungen,2017-07-25,,"Schöpferwissen TV, Schöpferwiesen TV, Manipulation, Fehlleitung, Verstandesmanipulation und Spirituelle Fehlleitungen, Fremdsteuerung, Mind Control"
"Wissen, Hellsichtigkeit, macht euch bereit!",4536,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-07-25,1:41:38,"Schöpferwissen TV, Thomas Veit, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Matrix, Programme, Schöpferwiesen TV, Intuition, Endzeit, Wahrheit, Lüge"
So funktioniert Manipulation - Fallbeispiel Schöpferwiesen TV,1876,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-07-22,,"Schöpferwissen TV, Schöpferwiesen TV, Thomas Veit, Msanipulation, Verstandesmanipulation und Spirituelle Fehlleitungen, Fernstudium, Im Schöpferwissen, Das Strukturierte Prinzip der Liebe, Hellsichtigkeit, Intuition, Wie aus Göttern Affen wurden, Manipulationstechniken, Angewandte Psychologie, Meinungsbildung, Schöpferwissen, Wahrhaftigkeit, Wissen, Lüge, Mind Control, Programme, Entprogrammierung, NLP, Neurolonguistische Programmierung, Suggestion"
Spirituelle Fehlleitungen und Verstandesmanipulation,1592,http://geisteskraft-thailand.com/,2017-07-21,,
Die Machart der Matrix - Verstandesmanipulation und Spirituelle Fehlleitungen,1978,http://geisteskraft-thailand.com/http://ubc-unabellacompania.com/,2017-07-21,,
"Hola amigo, Hello my good friend - Selbstprogrammierung durch Sprache",1830,"Aufzeichnung vom 15. Juli 2017Meine Videos, die kommenden Beiträge sollen  mir und Euch helfen den eigenen Weg der Ent programmierung, den Weg der wahrhaften...",2017-07-16,,"Schöpferwissen TV, Sprache, Interpretationsspielraum, Programm, Selbstprogrammierung, Ent programmierung, UBC, Una Bella Compania, Parasiten, Dämonen, Wahrheit, Heilung, Sehen können, Hellsichtigkeit, Geisteskraft Thailand, Fernstudium, Erkennen, Verstehen, Handeln, Wertschätzung, Matrix, NLP, Neurolinguistische Programmierung, Psychologische Manipulationstechniken, Veränderung, Geistige Enzwicklung, Bewusstsein, Thomas, Veit, Mäggie Dörr, Bewusstseinsreise.net, Du musst den Weg sehen, du musst ihn Gehen"
Die Machart der Matrix,2298,"Aufzeichnung vom 14. Juli 2017Meine Videos, die kommenden Beiträge sollen  mir und Euch helfen den eigenen Weg der Ent programmierung, den Weg der wahrhaften...",2017-07-16,,"Schöpferwissen TV, Thomas, Veit, Machart der Matrix, Programme, NLP, Neurolinguistische Programmierung, Manipulation, Sprache, Interpretationsspielraum, emotionales Erpressen, Magie, Geisteskraft thailand, Fernstudium, Im Schöpferwissen, Seminar Lost Paradise, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Das Strukturierte Prinzip der Liebe"
Programm vs. Wahrhaftigkeit,2035,"Aufzeichnung vom 11. Juli 2017Meine Videos, die kommenden Beiträge sollen  mir und Euch helfen den eigenen Weg der Ent programmierung, den Weg der wahrhaften...",2017-07-16,,"Schöpferwissen, Thomas, Veit, Wahrhaftigkeit, Entprogrammierung, Das Strukturierte Prinzip der Liebe, Hellsichtigkeit, Hilfe für andere, Geisteskraft Thailand, Wie aus Göttern Affen wurden, Seminar Lost Paradise, Das Dämonische, Matrix, Selbsterkennrnis, Programm, Licht und Dunkelheit stehen gemeinsam vor der Tür, Emotionen, Gefühle, Gedanken, Fremdsteuerung"
Zerstörung bis in den Tod -  Matrix Programme,2258,"Aufzeichnung vom 10. Juli 2017Meine Videos, die kommenden Beiträge sollen  mir und Euch helfen den eigenen Weg der Ent programmierung, den Weg der wahrhaften...",2017-07-15,,"Schöpferwissen TV, Thomas Veit, Wie aus Göttern Affen wurden, Programme, Selbstzerstörung, Matrix, Unfälle, Tod, Fernstudium, Im Schöpferwissen, Entprogrammierung, Geisteskraft Thailand, Auf dem Weg zum Schöpferwissen, Rettung, Hellsichtigkeit, Wissen"
Julia: Das Strukturierte Prinzip der Liebe,1879,"Aufzeichnung vom 9. Juli 2017Meine Videos, die kommenden Beiträge sollen mir und Euch helfen den eigenen Weg der Ent programmierung, den Weg der wahrhaften S...",2017-07-15,,"Schöpferwissen TV, Thomas Veit, Das Strukturierte Prinzip der Liebe, UBC, Una Bella Compania, Geisteskraft Thailand, Fernstudium, Im Schöpferwissen, Wissen, Intuition, Entprogrammierung, An den Taten werdet ihr sie erkennen, Schöpferwiesen, Seminar Lost Paradise"
"Ausschnitt aus dem Podcast: Es gibt keine Fehler, es gibt nur das nicht richtige Verstehen",1628,Audio in voller Länge im Mitgliedergeschützen Bereich der UBCUna Bella Compania                   =Eine ehrenwerte Gesellschaft Initiator dieser Association ...,2017-07-15,,"Schöpferwissen TV, Thomas Veit, Programme, Geiteskraft Thailand, Verliebtheit, Entprogrammierung, Entwicklung, Weg der Selbsterkenntnis, Fernstduium, Volker Heibertshausen, Frei TV, Erkkenen, Verstehen, Handeln, UBC, Das Dämonische, Dämon, Das Strukturierte Prinzip der Liebe"
Keiner Macht dem Informationskrieg,1024,Time for Justice,2017-07-14,3:48,"Schöpferwissen TV, Una Bella Compania, Informationskrieg, Spiritualität, Thomas Veit, Wie aus Göttern Affen wurden, Der Weg der Selbsterkenntnis, Auf dem Weg zum Schöpferwissen, Das Strukturierte Prinzip der Liebe, Angst, Time for Justice, UBC, Programme, Entprogrammierung, Fernstudium in der Ferne, Im Schöpferwissen, Entwicklung, Erkennen Verstehn Handeln"
Wer ist Schöpferwiesen TV - Ein Sinnbild der Dummheit der Menschheit?,2397,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-07-13,,"Schöpferwissen TV, Thomas Veit, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Geisteskraft Thailand, Schöpferwisen TV, Schöpferwiesen TV, Carolin, Thorsten, Energiearbeit, Der Dämon in Menschengestalt, Licht und Dunkelheit stehen gemeinsam vor der Tür, Licht und Liebe, Seminar Lost Paradise, Entprogrammierung, Wissen, Fernstudium, Grigori Grabovoi, Bewusstsein"
Podcast Thomas Warum die Welt so ist wie sie ist,778,Aufzeichnung vom 26. Juni,2017-07-13,,"Thomas Veit, Das Strukturierte Prinzip der Liebe, Selbsterkenntnis, Schöpferwissen TV, Entprogrammierung"
Die Welt der Matrix Programme in voller Länge,3148,Aufzeichnung vom 29. Juni 2017,2017-07-11,42:22,"Schöpferwissen TV, Wie aus Göttern Affen wurden, Matrix, Entprogrammierung, Fernstudium, Ines Gronau, Frei TV, Volker Heibertshausen, Der Weg 69, Ich helfe dir wie kein anderer, Der Weg in die Freiheit, Bewusstseinsreise.net, Das Strukturierte Prinzip der Liebe, Forentrolle, Mind Kontrol, Thomas Veit"
Das Strukturierte Prinzip der Liebe wird gelebt,1228,www.geisteskraft-thailand.comwww.ubc-unabellacompania.com,2017-07-11,,"Das Strukturierte Prinzip der Liebe, Thomas Veit, Wie aus Göttern affen wurden, Auf dem Weg zum Schöpferwissen, Schöpferwissen tV, Schöpferwiesen, Angst, Hass, Neid, Missgunst, Hellsichtigkeit, Hilfe, Erfolg"
Julia die Zweite - Schöpferwissen Thomas Veit,1670,Aufzeichnung vom 06. Juli 2017,2017-07-10,,"Thomas Veit, Schöpferwissen TV, UBC, una bella compania, Wie aus Göttern Affen wurden, Auf dem Weg zum Schöpferwissen, Hellsichtigkeit, Liebe, Das Struktiurierte Prinzip der Liebe, Geisteskraft Thailand"
